Timestamp,Max_Relative_Error_Peak,Architecture,Activation_Func,Epochs,Run_Type,Optimizer,Learning_Rate,Loss_Total,Loss_Physics,Loss_Boundary,Loss_Data,L2_Relative_Error,Seed,n_points,Loss_Weight
2026-02-05 07:54:48,34.8795135782159,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,NN_Random,Adam,[0.001 -> 6.25e-05],1.1104064419736482e-05,0,0,1.1104064419736482e-05,0.01366800859784398,123,,not_weighted
2026-02-05 08:00:56,26.52459638716983,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,NN_Grid,Adam,[0.001 -> 6.25e-05],1.389881069622775e-05,0,0,1.389881069622775e-05,0.017944452624127263,123,,not_weighted
2026-02-05 08:27:45,128.0984562243092,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.012128883772040713,0.001444217577690094,0.01037778398206102,0.00030688221228959646,0.08846427232343634,123,,not_weighted
2026-02-05 12:30:34,114.20301459098738,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,20000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.003269727531650152,0.0004014011958048824,0.0028683263358452696,5.004167874861586e-05,0.05004790682938171,123,,not_weighted
2026-02-05 12:42:08,12.687703317190483,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,NN_Random,Adam,0.001,9.269966739007166e-06,0,0,9.269966739007166e-06,0.0059201478796807715,123,,not_weighted
2026-02-05 12:44:25,14.1579230753618,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,NN_Grid,Adam,0.001,9.348338523077806e-06,0,0,9.348338523077806e-06,0.007868354025915084,123,,not_weighted
2026-02-05 12:54:32,116.52119915349255,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,PINN_DataPhys,Adam,0.001,0.0039152945997790334,0.00037302896373232644,0.0034647482161321943,7.75174199145128e-05,0.055322567321073324,123,,not_weighted
2026-02-05 13:07:12,154.20400120282318,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,PINN_PurePhys,Adam + L-BFGS,0.001,0.0025973591114504813,0.0003297944484797947,0.0022675646629706867,9.38115205855111e-05,0.047234407587046986,123,,not_weighted
2026-02-05 13:09:27,48.118613496862835,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,NN_Random,Adam,[0.001 -> 6.25e-05],7.805043123458311e-06,0,0,7.805043123458311e-06,0.01934081267760616,123,,not_weighted
2026-02-05 13:11:41,15.299337123351803,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,NN_Grid,Adam,[0.001 -> 6.25e-05],1.0137680991448793e-05,0,0,1.0137680991448793e-05,0.007486198304393995,123,,not_weighted
2026-02-05 13:21:39,101.03433817808225,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.0032969023994486256,0.0004015834349950952,0.002849620914416858,4.569805003667248e-05,0.04816465096033066,123,,not_weighted
2026-02-05 13:34:24,108.37563755175745,"[2, 80, 80, 80, 80, 80, 80, 1]",Tanh,40000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.002368651508789552,0.0005386346694074808,0.001830016839382071,5.1691847116090196e-05,0.04239917068350305,123,,not_weighted
2026-02-05 13:36:44,23.556789413561173,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,NN_Random,Adam,0.001,3.141607350481405e-05,0,0,3.141607350481405e-05,0.015178691462362994,123,,not_weighted
2026-02-05 13:39:03,20.196656434143563,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,NN_Grid,Adam,0.001,2.2039175112142408e-05,0,0,2.2039175112142408e-05,0.010703061678046202,123,,not_weighted
2026-02-05 13:52:17,104.33240945193714,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,PINN_DataPhys,Adam,0.001,0.004140665566004842,0.0005389533231028564,0.0035689004899932893,3.281175290869645e-05,0.05336155878575845,123,,not_weighted
2026-02-05 14:09:44,81.8603099850644,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,PINN_PurePhys,Adam + L-BFGS,0.001,0.002678686246909122,0.0002932735442409025,0.0023854127026682196,5.153523679365965e-05,0.04587491165020598,123,,not_weighted
2026-02-05 14:12:04,11.567642804191603,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,NN_Random,Adam,[0.001 -> 6.25e-05],9.296080558682347e-06,0,0,9.296080558682347e-06,0.006728181589292282,123,,not_weighted
2026-02-05 14:14:23,44.269354435347466,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,NN_Grid,Adam,[0.001 -> 6.25e-05],1.4130935871828833e-05,0,0,1.4130935871828833e-05,0.01812347823095321,123,,not_weighted
2026-02-05 14:27:31,125.82734579809116,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.007858324232717054,0.0009346377218396823,0.006770476976749041,0.00015320953412832966,0.07226458446688211,123,,not_weighted
2026-02-05 14:44:49,68.39440392316355,"[2, 80, 80, 80, 80, 80, 80, 1]",SiLU,40000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.0030977150278892977,0.00025695469406180975,0.002840760333827488,3.977927031466491e-05,0.04858096386290645,123,,not_weighted
2026-02-05 14:47:19,36.01383383164807,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,NN_Random,Adam,0.001,5.9522929895020276e-06,0,0,5.9522929895020276e-06,0.014504888150388168,123,,not_weighted
2026-02-05 14:49:48,18.70081412592762,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,NN_Grid,Adam,0.001,1.9555175450637405e-05,0,0,1.9555175450637405e-05,0.010811359848177058,123,,not_weighted
2026-02-05 15:01:42,135.62551818023715,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,PINN_DataPhys,Adam,0.001,0.004896532539724813,0.0003594620561223828,0.004465041036200518,7.202944740191304e-05,0.0597739473585635,123,,not_weighted
2026-02-05 15:17:16,91.47438119753416,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,PINN_PurePhys,Adam + L-BFGS,0.001,0.002757439000656552,0.0002933192377736502,0.0024641197628829017,5.4551241489683603e-05,0.04634767909921342,123,,not_weighted
