% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Jun 9 2026, 18:24"
% Dimension,2
% Nodes,20128
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s) @ lambda=0.05,v (m/s) @ lambda=0.05,p (Pa) @ lambda=0.05,vef.Te_1xx (N/m^2) @ lambda=0.05,vef.Te_1xy (N/m^2) @ lambda=0.05,vef.Te_1yy (N/m^2) @ lambda=0.05
-0.013357736090766176,-0.01405877953771296,-0.006008078729391649,0.004969371967975192,0.20886262184126728,-2.38401869600006,-1.0631454062044645,3.408815721331941
-0.013080777126400813,-0.014103209580077195,-0.0064483583176678455,0.004840363701012294,0.22001691393188763,-2.34913898645009,-1.4393619299221123,3.487426549323272
-0.01293892622972893,-0.014045084994930429,-0.006739296031645899,0.004896084907314572,0.2541639937153,-2.3962406778622727,-1.6316148963637735,3.65234947105542
-0.012950327335930078,-0.01419782671436967,-0.0065977933519221705,0.004635874356914608,0.21493456450512474,-2.2517304807448837,-1.616924287167439,3.3871380642156255
-0.012810416269897769,-0.01413540329229132,-0.006889766347412447,0.004681973864981972,0.249799155384171,-2.285742328883059,-1.8146954037796252,3.5393472036375453
-0.013228464035592339,-0.014162153918232652,-0.006162066771940398,0.004778609092413225,0.20359053521390447,-2.310761038883044,-1.2401584229898577,3.333703083047532
-0.01351406421672429,-0.014114094378819083,-0.005727108686029512,0.004890370371243329,0.18826217772067608,-2.3188871002739457,-0.8944078972683238,3.2399261336511143
-0.023962645158903773,-0.023063885714651178,-1.2521752614130846E-6,-1.983722867860261E-6,0.01746250752259348,-0.008400203992993535,0.002979549384134732,0.008338985327581499
-0.023377528203559355,-0.02340258992656703,-2.0482990607280993E-6,2.1305714532230493E-6,-4.297986876283963E-4,-0.013929002113849485,-1.0779999656164321E-4,0.013971908327016735
-0.023008939006265276,-0.02395256945706135,1.5957176650243633E-6,1.6378497721175158E-6,-0.01898415194499622,-0.009630568192608165,-0.003530519663352358,0.009682214945033402
-0.02270982950343316,-0.024474344441485326,3.668975189507245E-6,6.024351980764147E-7,-0.0344253732912664,-0.004696220126667945,-1.4962880797139436E-4,0.0046972886618921635
-0.022402597402597396,-0.025,0,0,-0.051138182138372255,5.074458641738402E-4,0.013359464290067437,-5.207960526308019E-4
-0.014102902092897766,-0.013080527024111915,-0.004842034111989139,0.006447956595797769,0.27917624195657115,-2.674664284042518,0.3385974298724774,3.8264088425365883
-0.014045084994930426,-0.01293892622972893,-0.0048963980259362945,0.006739061458441391,0.32101109950920986,-2.7887377611262156,0.45204532093011146,4.057669514670928
-0.013932672136084845,-0.013931381412886058,-0.005135954885285705,0.00513730752967747,0.1812883525836345,-2.31945511869465,-0.4053001033064982,3.1469309783583213
-0.014001372557630771,-0.013640662996817618,-0.005068638826085505,0.005571231199102551,0.2111371959609424,-2.4570285353329457,-0.18664059247352974,3.382787924090742
-0.014053708841983188,-0.013805617453155396,-0.004972533692767917,0.00529723869414606,0.18675670226921204,-2.340007126548422,-0.23662965043274384,3.1684559607428437
-0.014058105818373147,-0.013357129202027895,-0.004970850395530053,0.006009046147339805,0.24561593921552663,-2.577208005340132,0.06475419487417765,3.6091549884201997
-0.014113382097001253,-0.01351290576394785,-0.004891806841488925,0.005728915367207334,0.21701927981507696,-2.463288675992354,-0.005879495978332293,3.3897383386340763
-0.01416150413731849,-0.013227906359532908,-0.004779984319649117,0.006162994700067867,0.25165083367304625,-2.566701335307491,0.2568195329018241,3.598680570086721
-0.02448026850100464,-0.022082513064679895,-1.8354802771622222E-6,-4.475079439996705E-7,0.05909991665821689,-0.013074838432244338,0.0071328692941843045,0.013088364366092281
